filename,label,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14
2-118459-A-32.wav,0,[0.         0.3019761  0.         ... 0.19561337 0.51409215 0.        ],[0.         0.32003605 0.         ... 0.26806438 0.49889135 0.        ],[0.         0.29891098 0.         ... 0.28904814 0.4236945  0.        ],[0.         0.3141602  0.         ... 0.30980104 0.47239685 0.        ],[0.         0.3330816  0.         ... 0.30633047 0.49830872 0.        ],[0.         0.33648574 0.         ... 0.3032499  0.51428723 0.        ],[0.         0.33029458 0.         ... 0.28849792 0.47692853 0.        ],[0.         0.32255724 0.         ... 0.3126449  0.3687455  0.        ],[0.         0.29099315 0.         ... 0.34176463 0.3527079  0.        ],[0.         0.28618526 0.         ... 0.37468782 0.34562683 0.        ],[0.         0.28585017 0.         ... 0.36164892 0.38679868 0.        ],[0.         0.32089162 0.         ... 0.3031875  0.42627686 0.        ],[0.         0.24300614 0.         ... 0.27847278 0.33970156 0.        ],[0.         0.27082294 0.         ... 0.244428   0.26006153 0.        ],[0.         0.27537793 0.         ... 0.22846049 0.42629337 0.        ]
2-118459-B-32.wav,0,[0.         0.2953471  0.         ... 0.25976276 0.4916896  0.        ],[0.         0.3595962  0.         ... 0.3536131  0.31507847 0.        ],[0.         0.3332027  0.         ... 0.3364541  0.28326052 0.        ],[0.         0.31807044 0.         ... 0.32645285 0.29472232 0.        ],[0.         0.29373792 0.         ... 0.31565046 0.28942847 0.        ],[0.         0.34525514 0.         ... 0.30693477 0.2606438  0.        ],[0.         0.36907443 0.         ... 0.297766   0.2870229  0.        ],[0.         0.37835866 0.         ... 0.29372442 0.25823674 0.        ],[0.         0.38873485 0.         ... 0.3027595  0.23044255 0.        ],[0.         0.3716653  0.         ... 0.35374227 0.27873936 0.        ],[0.         0.31903005 0.         ... 0.35588187 0.38043034 0.        ],[0.         0.27847907 0.         ... 0.31920385 0.3713266  0.        ],[0.         0.2773639  0.         ... 0.36285144 0.25556883 0.        ],[0.         0.32219514 0.         ... 0.38003582 0.3129281  0.        ],[0.         0.38817617 0.         ... 0.33441266 0.4838237  0.        ]
2-118817-A-32.wav,0,[0.         0.3799348  0.         ... 0.19996679 0.58901286 0.        ],[0.         0.36977586 0.         ... 0.27795202 0.590687   0.        ],[0.         0.34671667 0.         ... 0.29165906 0.5716106  0.        ],[0.         0.328639   0.         ... 0.25071394 0.57018834 0.        ],[0.        0.3114194 0.        ... 0.2673055 0.5041041 0.       ],[0.         0.36035958 0.         ... 0.29374936 0.44857377 0.        ],[0.         0.38565147 0.         ... 0.30639756 0.49128336 0.        ],[0.         0.41324723 0.         ... 0.30942637 0.5831894  0.        ],[0.         0.386262   0.         ... 0.28107685 0.61153257 0.        ],[0.         0.3546923  0.         ... 0.25907347 0.5640831  0.        ],[0.         0.29847565 0.         ... 0.25173682 0.5137789  0.        ],[0.         0.2907946  0.         ... 0.23521565 0.4537667  0.        ],[0.         0.327973   0.         ... 0.20409448 0.46861067 0.        ],[0.         0.3450115  0.         ... 0.22429088 0.508068   0.        ],[0.         0.37863666 0.         ... 0.23895043 0.50518537 0.        ]
2-119748-A-38.wav,0,[0.         0.27683595 0.         ... 0.15476272 0.58512425 0.        ],[0.         0.38754627 0.         ... 0.22166671 0.6896983  0.        ],[0.         0.43225634 0.         ... 0.1997256  0.6946532  0.        ],[0.         0.46290505 0.         ... 0.21126899 0.7056693  0.        ],[0.         0.4363941  0.         ... 0.23616228 0.8159775  0.        ],[0.         0.38519004 0.         ... 0.19881749 0.7319669  0.        ],[0.         0.43092594 0.         ... 0.176538   0.7066332  0.        ],[0.         0.32058594 0.         ... 0.17268506 0.81721616 0.        ],[0.         0.3477759  0.         ... 0.20035107 0.7939571  0.        ],[0.         0.40059584 0.         ... 0.19436283 0.6825611  0.        ],[0.        0.3912416 0.        ... 0.2003711 0.6835518 0.       ],[0.         0.29159257 0.         ... 0.16281047 0.8003813  0.        ],[0.         0.42923573 0.         ... 0.18413055 0.6805765  0.        ],[0.         0.5136487  0.         ... 0.22598124 0.7625468  0.        ],[0.         0.49563208 0.         ... 0.25534743 0.6720244  0.        ]
2-120333-A-32.wav,0,[0.         0.3112807  0.         ... 0.29496592 0.4703878  0.        ],[0.         0.50643134 0.         ... 0.4288447  0.46737736 0.        ],[0.         0.62559974 0.         ... 0.43043214 0.43508512 0.        ],[0.         0.61034125 0.         ... 0.42412975 0.3854916  0.        ],[0.         0.56325644 0.         ... 0.40350217 0.4090857  0.        ],[0.        0.6028282 0.        ... 0.3886753 0.5291178 0.       ],[0.         0.58943164 0.         ... 0.38793507 0.5719086  0.        ],[0.         0.58313096 0.         ... 0.368695   0.5482354  0.        ],[0.         0.5752984  0.         ... 0.35690588 0.51640713 0.        ],[0.         0.5086854  0.         ... 0.3633064  0.44460732 0.        ],[0.         0.47889602 0.         ... 0.36102176 0.45112693 0.        ],[0.         0.47899216 0.         ... 0.40386045 0.4989927  0.        ],[0.         0.52964294 0.         ... 0.38860983 0.6037631  0.        ],[0.         0.52279216 0.         ... 0.4005695  0.61065966 0.        ],[0.         0.44825765 0.         ... 0.29362133 0.6436134  0.        ]
2-124662-A-11.wav,0,[0.         0.33676872 0.         ... 0.06157354 0.4606685  0.        ],[0.        0.320067  0.        ... 0.        0.2688436 0.       ],[0.        0.2334711 0.        ... 0.        0.2814553 0.       ],[0.         0.0901396  0.         ... 0.08529706 0.46262357 0.        ],[0.         0.         0.         ... 0.05739486 0.4444911  0.        ],[0.         0.         0.         ... 0.07258174 0.4119206  0.        ],[0.         0.         0.         ... 0.02118801 0.4170674  0.        ],[0.         0.         0.         ... 0.01262175 0.4272732  0.        ],[0.         0.06104878 0.         ... 0.04339629 0.3859191  0.        ],[0.         0.02688825 0.         ... 0.10532212 0.33649194 0.        ],[0.         0.12184232 0.         ... 0.17465752 0.39448118 0.        ],[0.         0.25119048 0.         ... 0.20481077 0.42218792 0.        ],[0.         0.31207448 0.         ... 0.18254662 0.4559153  0.        ],[0.         0.2894929  0.         ... 0.17554852 0.4690121  0.        ],[0.         0.28360105 0.         ... 0.18549752 0.47616643 0.        ]
2-125966-A-11.wav,0,[0.         0.33569166 0.         ... 0.12995085 0.65198773 0.        ],[0.         0.3651355  0.         ... 0.12799804 0.59353924 0.        ],[0.         0.3659162  0.         ... 0.12655188 0.5932805  0.        ],[0.        0.3375996 0.        ... 0.0899785 0.6069457 0.       ],[0.         0.31711394 0.         ... 0.07094979 0.5749901  0.        ],[0.        0.4074921 0.        ... 0.1041147 0.5225075 0.       ],[0.         0.39667186 0.         ... 0.13448371 0.5390857  0.        ],[0.         0.36786452 0.         ... 0.14248097 0.6051506  0.        ],[0.         0.33558032 0.         ... 0.11972312 0.5750783  0.        ],[0.         0.36621347 0.         ... 0.10365725 0.57746893 0.        ],[0.         0.38508204 0.         ... 0.13674404 0.5922462  0.        ],[0.         0.40252677 0.         ... 0.1401359  0.5649816  0.        ],[0.         0.33520526 0.         ... 0.13749339 0.5950502  0.        ],[0.         0.20543793 0.         ... 0.10521221 0.60286397 0.        ],[0.         0.19565333 0.         ... 0.10881452 0.56071615 0.        ]
2-127108-A-38.wav,0,[0.         0.22291562 0.         ... 0.18025903 0.5445111  0.        ],[0.         0.2996592  0.         ... 0.25845718 0.606646   0.        ],[0.         0.2922161  0.         ... 0.23893368 0.7809137  0.        ],[0.         0.37864995 0.         ... 0.1882281  0.71841365 0.        ],[0.         0.36235154 0.         ... 0.17735803 0.6631486  0.        ],[0.        0.294367  0.        ... 0.2201195 0.7199993 0.       ],[0.         0.18615004 0.         ... 0.26298684 0.90102786 0.        ],[0.         0.18214922 0.         ... 0.26982445 0.8507825  0.        ],[0.         0.19885981 0.         ... 0.23396473 0.82552093 0.        ],[0.         0.30733776 0.         ... 0.17693149 0.7663593  0.        ],[0.         0.30455133 0.         ... 0.19317573 0.72365725 0.        ],[0.         0.281646   0.         ... 0.23362392 0.7654758  0.        ],[0.         0.3073134  0.         ... 0.32279804 0.955125   0.        ],[0.         0.4200873  0.         ... 0.25654793 0.8699686  0.        ],[0.         0.33803064 0.         ... 0.19568843 0.71544856 0.        ]
2-131943-A-38.wav,0,[0.         0.27914917 0.         ... 0.26811352 0.56403655 0.        ],[0.         0.16699791 0.         ... 0.3354854  0.67669785 0.        ],[0.         0.09892769 0.         ... 0.3340318  0.5801552  0.        ],[0.         0.07601282 0.         ... 0.35728636 0.5824057  0.        ],[0.         0.08206153 0.         ... 0.37076017 0.6349719  0.        ],[0.         0.08859044 0.         ... 0.39162633 0.64959526 0.        ],[0.         0.07412291 0.         ... 0.41825247 0.6419731  0.        ],[0.         0.0199824  0.         ... 0.45955166 0.6259868  0.        ],[0.         0.         0.         ... 0.44483027 0.6437031  0.        ],[0.         0.         0.         ... 0.41348925 0.66183555 0.        ],[0.         0.04629239 0.         ... 0.37536687 0.68661404 0.        ],[0.         0.11138237 0.         ... 0.36224437 0.6691196  0.        ],[0.         0.12980933 0.         ... 0.3617767  0.65396786 0.        ],[0.         0.15402485 0.         ... 0.36743653 0.70242727 0.        ],[0.         0.1779096  0.         ... 0.26091114 0.6618225  0.        ]
2-132157-A-11.wav,0,[0.         0.14303336 0.         ... 0.16054419 0.55707175 0.        ],[0.         0.09815753 0.         ... 0.15632145 0.5565626  0.        ],[0.         0.01044226 0.         ... 0.11032318 0.622247   0.        ],[0.         0.         0.         ... 0.09535866 0.5922334  0.        ],[0.         0.         0.         ... 0.08172315 0.63307637 0.        ],[0.         0.02606627 0.         ... 0.06845524 0.64022547 0.        ],[0.         0.         0.         ... 0.04739424 0.52526295 0.        ],[0.         0.0437806  0.         ... 0.08170186 0.41100997 0.        ],[0.         0.04835385 0.         ... 0.14719875 0.31222987 0.        ],[0.         0.20801325 0.         ... 0.16092916 0.43130898 0.        ],[0.         0.19072881 0.         ... 0.15067561 0.5987995  0.        ],[0.         0.22375163 0.         ... 0.13721289 0.6454214  0.        ],[0.        0.2243807 0.        ... 0.151725  0.59061   0.       ],[0.         0.0204125  0.         ... 0.15918119 0.5746175  0.        ],[0.         0.05391604 0.         ... 0.1337956  0.5847578  0.        ]
2-132157-B-11.wav,0,[0.         0.28856745 0.         ... 0.11005154 0.54594827 0.        ],[0.00459344 0.16913553 0.         ... 0.10062342 0.47322047 0.        ],[0.         0.16521165 0.         ... 0.10947664 0.5056134  0.        ],[0.00457356 0.14497897 0.         ... 0.12534207 0.50158477 0.        ],[0.0097745  0.22114739 0.         ... 0.1433017  0.51959354 0.        ],[0.00263209 0.2087694  0.         ... 0.15718746 0.54263717 0.        ],[0.         0.15795568 0.         ... 0.12927201 0.57034767 0.        ],[0.         0.10348301 0.         ... 0.11565265 0.5596308  0.        ],[0.         0.17428114 0.         ... 0.15508294 0.34263673 0.        ],[0.         0.18619625 0.         ... 0.19843972 0.23881724 0.        ],[0.         0.11061463 0.         ... 0.27015412 0.24062473 0.        ],[0.         0.08830011 0.         ... 0.24184996 0.36236256 0.        ],[0.         0.22936605 0.         ... 0.16999045 0.5089052  0.        ],[0.         0.16204748 0.         ... 0.1401984  0.561712   0.        ],[0.         0.15762149 0.         ... 0.12437777 0.55167943 0.        ]
2-133863-A-11.wav,0,[0.         0.         0.         ... 0.02014875 0.8328557  0.        ],[0.         0.         0.         ... 0.         0.76855206 0.        ],[0.         0.09369543 0.         ... 0.0350026  0.6633856  0.        ],[0.         0.26326904 0.         ... 0.09200282 0.6021084  0.        ],[0.         0.32056984 0.         ... 0.12054615 0.61484265 0.        ],[0.         0.2301489  0.         ... 0.10404244 0.63212144 0.        ],[0.00409484 0.06877357 0.         ... 0.03881483 0.6852155  0.        ],[0.00068139 0.         0.         ... 0.         0.54485154 0.        ],[0.         0.         0.         ... 0.00504242 0.415825   0.        ],[0.         0.         0.         ... 0.02660665 0.44773483 0.        ],[0.         0.04754093 0.         ... 0.0617941  0.5617636  0.        ],[0.         0.10807626 0.         ... 0.07554165 0.58000976 0.        ],[0.         0.15475313 0.         ... 0.08430479 0.60905313 0.        ],[0.         0.19292612 0.         ... 0.09176888 0.6410787  0.        ],[0.         0.23542392 0.         ... 0.14404517 0.62453616 0.        ]
2-134700-A-38.wav,0,[0.         0.28219807 0.         ... 0.16894972 0.6486335  0.        ],[0.         0.23368715 0.         ... 0.15766536 0.74118596 0.        ],[0.         0.22049604 0.         ... 0.2170705  0.8541529  0.        ],[0.        0.2674279 0.        ... 0.2269219 0.8142408 0.       ],[0.         0.29819256 0.         ... 0.24291123 0.85505605 0.        ],[0.         0.29912102 0.         ... 0.23081383 0.8094729  0.        ],[0.         0.3099167  0.         ... 0.23703855 0.8095459  0.        ],[0.         0.27948886 0.         ... 0.22651684 0.77895784 0.        ],[0.         0.29791462 0.         ... 0.25680587 0.8425941  0.        ],[0.         0.26050586 0.         ... 0.28420877 0.87624085 0.        ],[0.         0.31179094 0.         ... 0.2514237  0.83604896 0.        ],[0.         0.3669495  0.         ... 0.23615085 0.8631028  0.        ],[0.         0.35008165 0.         ... 0.23745696 0.8923469  0.        ],[0.         0.33142424 0.         ... 0.29625916 0.96591806 0.        ],[0.         0.29878527 0.         ... 0.18279651 0.69122905 0.        ]
2-135728-A-38.wav,0,[0.         0.4050457  0.         ... 0.16398259 0.63821757 0.        ],[0.         0.35088083 0.         ... 0.15741828 0.60772145 0.        ],[0.         0.39370626 0.         ... 0.218914   0.6433093  0.        ],[0.         0.44133323 0.         ... 0.23710318 0.8044906  0.        ],[0.         0.3439423  0.         ... 0.18734153 0.6294249  0.        ],[0.         0.33753163 0.         ... 0.20614408 0.70520055 0.        ],[0.         0.30397698 0.         ... 0.1282076  0.8904953  0.        ],[0.         0.31587145 0.         ... 0.15972973 0.64284766 0.        ],[0.         0.39715648 0.         ... 0.23156679 0.64360964 0.        ],[0.         0.45247686 0.         ... 0.22399206 0.7597671  0.        ],[0.         0.35519722 0.         ... 0.19097848 0.64094293 0.        ],[0.         0.35467976 0.         ... 0.23053505 0.65100473 0.        ],[0.         0.44024408 0.         ... 0.21224153 0.70498323 0.        ],[0.         0.39685154 0.         ... 0.1624296  0.6262709  0.        ],[0.         0.38297534 0.         ... 0.1709786  0.6049299  0.        ]
2-137162-A-11.wav,0,[0.         0.47973883 0.         ... 0.05554658 0.13052279 0.        ],[0.         0.6234095  0.         ... 0.04622138 0.         0.        ],[0.         0.678638   0.         ... 0.04589377 0.         0.        ],[0.         0.6368491  0.         ... 0.05404124 0.         0.        ],[0.         0.5117257  0.         ... 0.04287077 0.1306788  0.        ],[0.         0.4103397  0.         ... 0.01593855 0.28065577 0.        ],[0.         0.38342878 0.         ... 0.         0.23867744 0.        ],[0.         0.42950112 0.         ... 0.00214669 0.03692383 0.        ],[0.         0.40583014 0.         ... 0.02296898 0.06808847 0.        ],[0.         0.36291966 0.         ... 0.037888   0.1911526  0.        ],[0.         0.286269   0.         ... 0.02125627 0.29000095 0.        ],[0.         0.15243588 0.         ... 0.         0.24924192 0.        ],[0.         0.08365518 0.         ... 0.         0.3592673  0.        ],[0.         0.10181342 0.         ... 0.01255989 0.39374572 0.        ],[0.         0.25185943 0.         ... 0.07912023 0.4442622  0.        ]
2-140147-A-38.wav,0,[0.         0.23775324 0.         ... 0.2852636  0.71344244 0.        ],[0.         0.25452298 0.         ... 0.28320235 0.80134195 0.        ],[0.         0.24057116 0.         ... 0.27398404 0.7690706  0.        ],[0.         0.25205517 0.         ... 0.24437174 0.78477573 0.        ],[0.         0.28729063 0.         ... 0.2796088  0.8053457  0.        ],[0.         0.2976687  0.         ... 0.27347034 0.83439636 0.        ],[0.         0.28734228 0.         ... 0.31874436 0.8421985  0.        ],[0.         0.26867348 0.         ... 0.30918324 0.88944745 0.        ],[0.         0.27203107 0.         ... 0.34840855 0.85192645 0.        ],[0.         0.2968675  0.         ... 0.32159865 0.86772966 0.        ],[0.         0.28957918 0.         ... 0.32056516 0.8456405  0.        ],[0.         0.23742859 0.         ... 0.31730783 0.8726937  0.        ],[0.        0.2489974 0.        ... 0.3690138 0.8450976 0.       ],[0.         0.25877956 0.         ... 0.3365762  0.89215237 0.        ],[0.         0.30461365 0.         ... 0.23629902 0.74123544 0.        ]
2-141584-A-38.wav,0,[0.         0.39088488 0.         ... 0.17530507 0.62883097 0.        ],[0.         0.55303735 0.         ... 0.25578296 0.68054914 0.        ],[0.         0.44539717 0.         ... 0.2015615  0.6399206  0.        ],[0.         0.36915237 0.         ... 0.20603555 0.70569324 0.        ],[0.         0.5213486  0.         ... 0.21880895 0.7143359  0.        ],[0.         0.4681785  0.         ... 0.20425302 0.6424315  0.        ],[0.         0.40376848 0.         ... 0.20118333 0.6814473  0.        ],[0.         0.4919275  0.         ... 0.23478779 0.72815895 0.        ],[0.         0.4686296  0.         ... 0.22445649 0.69897777 0.        ],[0.         0.37105286 0.         ... 0.20403239 0.69030726 0.        ],[0.         0.46622434 0.         ... 0.21089722 0.71308494 0.        ],[0.         0.50141656 0.         ... 0.20502096 0.6525816  0.        ],[0.         0.4414062  0.         ... 0.2003847  0.65347266 0.        ],[0.         0.54756105 0.         ... 0.2277821  0.6731528  0.        ],[0.         0.4642322  0.         ... 0.21696088 0.6116062  0.        ]
2-155801-A-11.wav,0,[0.         0.21441908 0.         ... 0.15845129 0.38879466 0.        ],[0.         0.2662967  0.         ... 0.18082316 0.26971203 0.        ],[0.         0.32047713 0.         ... 0.17787051 0.35991994 0.        ],[0.         0.32405478 0.         ... 0.14353803 0.50211376 0.        ],[0.         0.25847355 0.         ... 0.05641287 0.46362603 0.        ],[0.         0.13178895 0.         ... 0.01553738 0.39844963 0.        ],[0.         0.0895711  0.         ... 0.00295398 0.34900033 0.        ],[0.         0.13122764 0.         ... 0.         0.3067111  0.        ],[0.         0.20302275 0.         ... 0.         0.24544933 0.        ],[0.         0.27846858 0.         ... 0.01386718 0.31996682 0.        ],[0.         0.31443134 0.         ... 0.07172105 0.40420777 0.        ],[0.         0.21669792 0.         ... 0.08148461 0.47139797 0.        ],[0.         0.00769022 0.         ... 0.04023805 0.51683307 0.        ],[0.         0.         0.         ... 0.02444543 0.48564696 0.        ],[0.         0.03625372 0.         ... 0.07955729 0.46009475 0.        ]
2-205966-A-16.wav,0,[0.         0.33762544 0.         ... 0.1624963  0.57630837 0.        ],[0.         0.43167335 0.         ... 0.2255328  0.5066259  0.        ],[0.         0.46180934 0.         ... 0.2118078  0.46063545 0.        ],[0.         0.4749935  0.         ... 0.23242146 0.45463967 0.        ],[0.        0.5029805 0.        ... 0.2519207 0.489474  0.       ],[0.         0.5293115  0.         ... 0.27004045 0.46851844 0.        ],[0.         0.52406514 0.         ... 0.2708123  0.5037794  0.        ],[0.         0.47406742 0.         ... 0.2768031  0.5231378  0.        ],[0.         0.47067526 0.         ... 0.25430772 0.50705385 0.        ],[0.         0.44409043 0.         ... 0.21653773 0.53968126 0.        ],[0.         0.44450518 0.         ... 0.2021066  0.54548305 0.        ],[0.         0.42205495 0.         ... 0.19985566 0.5393869  0.        ],[0.         0.39358115 0.         ... 0.20111254 0.48152667 0.        ],[0.         0.40111586 0.         ... 0.19983909 0.52495    0.        ],[0.         0.36541742 0.         ... 0.16395    0.543697   0.        ]
2-72970-A-10.wav,0,[0.         0.24311204 0.         ... 0.19592203 0.40274155 0.        ],[0.         0.16873294 0.         ... 0.27444452 0.22713745 0.        ],[0.         0.11355323 0.         ... 0.24017018 0.23164105 0.        ],[0.         0.02572691 0.         ... 0.25259972 0.17169726 0.        ],[0.         0.0584147  0.         ... 0.25195116 0.16128346 0.        ],[0.         0.08587682 0.         ... 0.25687057 0.20822117 0.        ],[0.         0.14782156 0.         ... 0.2530413  0.3163556  0.        ],[0.         0.10822856 0.         ... 0.2514891  0.34027803 0.        ],[0.         0.07956636 0.         ... 0.2283938  0.4266772  0.        ],[0.         0.11441156 0.         ... 0.21259826 0.47102365 0.        ],[0.         0.16060452 0.         ... 0.23436278 0.42897853 0.        ],[0.         0.14868057 0.         ... 0.2363163  0.3683046  0.        ],[0.         0.12262687 0.         ... 0.21870382 0.2252962  0.        ],[0.         0.078352   0.         ... 0.22597452 0.213801   0.        ],[0.         0.23193002 0.         ... 0.19227648 0.3568379  0.        ]
2-73027-A-10.wav,0,[0.         0.47472665 0.         ... 0.10668886 0.14894435 0.        ],[0.         0.3985065  0.         ... 0.1383042  0.10419688 0.        ],[0.         0.3739015  0.         ... 0.14565158 0.23697779 0.        ],[0.         0.396105   0.         ... 0.13503253 0.16198689 0.        ],[0.         0.4123244  0.         ... 0.14469062 0.03277904 0.        ],[0.         0.36913073 0.         ... 0.15882748 0.         0.        ],[0.         0.3961985  0.         ... 0.15896922 0.         0.        ],[0.         0.476989   0.         ... 0.15311655 0.         0.        ],[0.         0.51093847 0.         ... 0.14711717 0.03617692 0.        ],[0.         0.50020266 0.         ... 0.14817522 0.         0.        ],[0.         0.44931477 0.         ... 0.14175037 0.0352962  0.        ],[0.         0.37148225 0.         ... 0.14812462 0.12860307 0.        ],[0.         0.31466916 0.         ... 0.15466204 0.18578476 0.        ],[0.         0.26251784 0.         ... 0.16637781 0.10349739 0.        ],[0.         0.29677945 0.         ... 0.15454255 0.28441995 0.        ]
2-73260-A-10.wav,0,[0.         0.32573634 0.         ... 0.1594329  0.4303221  0.        ],[0.         0.31628639 0.         ... 0.17702165 0.33577484 0.        ],[0.         0.33997566 0.         ... 0.23368075 0.43933833 0.        ],[0.         0.32421514 0.         ... 0.23019317 0.477412   0.        ],[0.         0.22101977 0.         ... 0.24402842 0.47095725 0.        ],[0.         0.17008722 0.         ... 0.275543   0.40523914 0.        ],[0.         0.25572908 0.         ... 0.2771597  0.39975056 0.        ],[0.         0.28836328 0.         ... 0.27047792 0.4285165  0.        ],[0.         0.28829482 0.         ... 0.26893026 0.45878696 0.        ],[0.         0.2948144  0.         ... 0.26141196 0.45705548 0.        ],[0.         0.329574   0.         ... 0.22231795 0.500468   0.        ],[0.         0.363761   0.         ... 0.19220632 0.5377144  0.        ],[0.         0.32501322 0.         ... 0.18625239 0.52511775 0.        ],[0.         0.23951349 0.         ... 0.19564074 0.5072366  0.        ],[0.         0.24169552 0.         ... 0.2067404  0.49134955 0.        ]
2-81731-A-10.wav,0,[0.         0.30135933 0.         ... 0.228001   0.5132598  0.        ],[0.         0.11960804 0.         ... 0.32932597 0.22728649 0.        ],[0.         0.11638238 0.         ... 0.26904315 0.30779606 0.        ],[0.         0.15273899 0.         ... 0.22502619 0.36968684 0.        ],[0.         0.19915533 0.         ... 0.23119311 0.3346339  0.        ],[0.         0.22961861 0.         ... 0.23326446 0.40086228 0.        ],[0.         0.20725934 0.         ... 0.26683018 0.4520107  0.        ],[0.         0.16031206 0.         ... 0.27852356 0.4067688  0.        ],[0.         0.18411262 0.         ... 0.22529903 0.38954133 0.        ],[0.         0.21477896 0.         ... 0.21530834 0.4034946  0.        ],[0.         0.23081084 0.         ... 0.23524956 0.4647861  0.        ],[0.         0.20874077 0.         ... 0.2324664  0.43203044 0.        ],[0.         0.08541071 0.         ... 0.22528988 0.22077814 0.        ],[0.         0.         0.         ... 0.23373511 0.01722544 0.        ],[0.         0.12734866 0.         ... 0.18784872 0.18123701 0.        ]
2-82367-A-10.wav,0,[0.         0.27699003 0.         ... 0.1512713  0.24012342 0.        ],[0.         0.133479   0.         ... 0.21048008 0.08566809 0.        ],[0.         0.1385584  0.         ... 0.18143694 0.07278961 0.        ],[0.         0.12685506 0.         ... 0.17438549 0.07560688 0.        ],[0.         0.08737244 0.         ... 0.19044942 0.         0.        ],[0.         0.08043802 0.         ... 0.21788141 0.01864839 0.        ],[0.         0.09368013 0.         ... 0.21867406 0.02101773 0.        ],[0.         0.00054938 0.         ... 0.20219907 0.         0.        ],[0.         0.         0.         ... 0.21817243 0.         0.        ],[0.         0.         0.         ... 0.23430511 0.         0.        ],[0.        0.        0.        ... 0.2463578 0.        0.       ],[0.       0.       0.       ... 0.235778 0.       0.      ],[0.        0.        0.        ... 0.2209925 0.        0.       ],[0.        0.        0.        ... 0.2218015 0.        0.       ],[0.         0.0076876  0.         ... 0.19821294 0.         0.        ]
2-87781-A-10.wav,0,[0.         0.3085756  0.         ... 0.18773472 0.3477278  0.        ],[0.         0.24952927 0.         ... 0.21846475 0.2922264  0.        ],[0.         0.22124332 0.         ... 0.1924175  0.3158924  0.        ],[0.         0.19068801 0.         ... 0.20820422 0.33316606 0.        ],[0.         0.13195948 0.         ... 0.2069025  0.37753165 0.        ],[0.         0.10973701 0.         ... 0.23544487 0.38472268 0.        ],[0.         0.12655279 0.         ... 0.2529866  0.36615074 0.        ],[0.         0.12278093 0.         ... 0.2595384  0.32318923 0.        ],[0.         0.10921101 0.         ... 0.24770436 0.2743325  0.        ],[0.         0.17567086 0.         ... 0.22500573 0.28329107 0.        ],[0.         0.23686537 0.         ... 0.21514145 0.27377287 0.        ],[0.         0.18032332 0.         ... 0.20251295 0.23697737 0.        ],[0.         0.15648425 0.         ... 0.21407248 0.17367548 0.        ],[0.         0.0566636  0.         ... 0.24640742 0.18637899 0.        ],[0.         0.15793203 0.         ... 0.19142583 0.33876652 0.        ]
2-88724-A-38.wav,0,[0.         0.35191086 0.         ... 0.17532314 0.63324505 0.        ],[0.         0.41458794 0.         ... 0.14823289 0.73451155 0.        ],[0.         0.4403419  0.         ... 0.18337649 0.71604854 0.        ],[0.         0.34247229 0.         ... 0.27544776 0.6824843  0.        ],[0.         0.34543046 0.         ... 0.31991786 0.69980145 0.        ],[0.         0.3240887  0.         ... 0.35490447 0.7492948  0.        ],[0.         0.28217313 0.         ... 0.33859476 0.76308763 0.        ],[0.         0.24496847 0.         ... 0.31966802 0.7853417  0.        ],[0.         0.30548358 0.         ... 0.30341578 0.7530767  0.        ],[0.         0.3935372  0.         ... 0.3019778  0.75611687 0.        ],[0.         0.40049827 0.         ... 0.29537594 0.7554024  0.        ],[0.         0.36037415 0.         ... 0.29858524 0.7732254  0.        ],[0.         0.34735224 0.         ... 0.32846922 0.7580919  0.        ],[0.         0.44684425 0.         ... 0.2896501  0.68514806 0.        ],[0.         0.36573467 0.         ... 0.19825341 0.59012717 0.        ]
2-99795-A-32.wav,0,[0.         0.2872465  0.         ... 0.21986154 0.6165668  0.        ],[0.         0.3920413  0.         ... 0.20352608 0.6733937  0.        ],[0.         0.44943595 0.         ... 0.18555981 0.65998113 0.        ],[0.         0.50381404 0.         ... 0.27111164 0.60436064 0.        ],[0.         0.46011636 0.         ... 0.28177977 0.5606541  0.        ],[0.         0.4526329  0.         ... 0.30065966 0.522237   0.        ],[0.         0.44379717 0.         ... 0.29802814 0.5834898  0.        ],[0.         0.45477408 0.         ... 0.286906   0.6522209  0.        ],[0.         0.4673574  0.         ... 0.2881496  0.66009945 0.        ],[0.         0.48882493 0.         ... 0.35782492 0.583954   0.        ],[0.         0.4643131  0.         ... 0.36066413 0.50227046 0.        ],[0.        0.4673471 0.        ... 0.3490371 0.4644706 0.       ],[0.        0.4492879 0.        ... 0.3347031 0.4604485 0.       ],[0.         0.445181   0.         ... 0.31008673 0.52159333 0.        ],[0.         0.5547243  0.         ... 0.33042645 0.5546368  0.        ]
